Tweet,KS,KH,DH,TDH,SWA,LO,AK
Dulu waktu kampanye pak jokowi berkoar2 menjanjikan  tarif listrik gk naik BBM gk naik menciptakan 10000 lapangan kerja  tapi nyatanya nonsens itu semua  apa ini yg di bilang gk cacat?????',1,0,1,1,0,0,0
Ada yg bilang alexis ditutup cukup dengan surat... hehe ketawain aja.. dah baca belum pers rilis dr manajemen alexis.. tp ga apa2 para kampret mah gampang dibegoin  dulu jg pernah bilang ditutup eh msh exis tuh alexis...',1,0,1,1,0,0,0
Apa dia pikir korban yg tewas itu bukan orang??Manusia sontoloyo kayak gini kok bisa jadi anggota Komnas HAM??Saya nggak rela uang pajak saya membayar gaji orang goblok yg tdk memiliki empati ini!',1,0,1,1,0,0,0
"geng messi kntl. tapi rapopo deng  biar #Icardi &amp; #Lautaro cepet nyetel.',0,0,1,0,0,0,0"
Kelakuan batak kafir itu ya seperti si . Suka memecah belah umat.,1,0,1,1,0,0,0
namanya jg simpang susun bukan bundaran semanggi. Oom Habib waras? dasar katrok lo Oom.,0,0,1,1,0,0,0
Petamina Rugi  Garuda Rugi PLN rugi  KAI rugi  Dan banyak lagi BUMN yg harusnya untung malah devisit tapi masih ada pihak yg tanpa sungkan bilang Jokowi presiden hebat. giliran anaknya bisnis pisang goreng omsetnya Triliunan mereka percaya ..dungu ,1,0,0,1,0,0,0
Terbukti kan kalo lo cuma modal fitnah??Semua cebong sama..modal bacot kenceng dan fitnah sana sini tanpa bisa ngebuktiin..lo gak jauh beda sama temen temen lo yg di kolam..,0,0,1,1,0,0,0
perempuan kaya lo mending mati aja deh  jelek aja  gausa sok jadi make up artist!,0,0,1,1,0,0,1
Haha.. sempit banget pikiranmu bang.. cuma ada kampet cebong doang.. kasian saya..',0,0,1,1,0,0,0
gausah sok cool gitu ngetik jutek. ga cocok udik bgt',0,0,0,1,0,0,0
rakyat kecil susah cari makan dipimpin jokowi. gayanya merakyat tapi menyiksa rakyat. harus diganti  dari pada mati. #2019GantiPresiden,1,0,0,1,0,0,1
Di tunggu aksi bela KAFIR hari tanu .,0,0,0,1,0,0,0
ngakakkk bgt yg gak kepick ya derita Ice mochi gua lo gak pantes taken lo cacad di,0,0,0,1,0,0,0
Keterlaluan kalo ada manusia yang doyan sama Sontoloyo model ginian',0,0,1,0,0,0,0
Cebong senior nihh',0,0,1,0,0,0,0
Dulu yg sumbu pendek itu mendukung penista agama Islam dgn al'maidah 51 itu. Kok skrg mencak-mencak dgn kedunguannya.,1,1,0,1,0,0,0
Cebong mana ngerti',0,0,1,0,0,0,0
Res.. Res Cebong klo ga goblok ya bloon res.. Mklumin aje..',0,0,1,1,0,0,0
bencong idiot it kl yg ga berani pk akun asli buat sebar hoax dan fitnah  nah skrng cb liat aja akun lu cong ,0,0,1,1,0,0,0
Koq rakyat gak bisa lengserkan jkw ?,0,0,0,0,0,0,1
Nih terakhir aku tanya lagi: Itu utang era Jokowi semua  bencong? Pasti mingkem lagi... si gembel warnet.... banci kaleng..,1,0,1,1,0,0,0
BIADAB REZIM JOKOWI!!! ,1,0,1,1,0,0,0
Cebong jangan dinasehati bu... ga mempan ... mempannya diludahi 3x disebelah kiri sambil baca auzubillah,0,0,1,1,0,0,0
Sepertinya gerombolan  rindu kerusuhan  hati2 dikabul Tuhan #IklanAhokJahat,0,1,0,1,0,0,0
maju lu sini asu ,0,0,1,0,0,0,0
Ente lupa SBY 10 tahun kowi 3 tahun ? Buat prosntasi baru jelas kawan !! Sembako garam saja Import ( gila kan ),1,0,0,1,0,0,0
Woy bos  lo mau bilang apa sih  bahwa krn ada org hina agama lo  trus si brengsek itu tidak bersalah dan boleh dibenarkan tindakannya? Begitu rupanya ajaran kalian  ga heran lo junjung HRS,1,0,0,1,0,0,0
Jomblo jablay kayak perek :)',0,0,1,1,0,0,0
Mpok silvi nyinyir melulu pertanyaan nya tapi sayang sesat! Maklum sih dese emakemak! #DebatFinalDKI #DebatFinalPilkadaJKT,0,0,0,1,0,0,0
lanjut sambungannya.Asu nih bocah ,0,0,1,0,0,0,0
GANYANG PKI BESERTA ANTEK-ANTEKNYA !,1,1,0,0,0,0,1
bubarkan saja KPK fud.. Jadikan org tersangka asal asalan.. Kalah ni skrg,1,0,0,1,0,0,1
Sudah nyata rezim anti islam.... Dibilang juga hoax?,0,0,0,1,0,0,0
Otak Bani Cebong emang 0 (kosong).Seorang Napi PENISTA AGAMA yg diselingkuhi istri 7 tahun lamanya  jg bermulut jamban dipuja-puja bak dewa..^_^#CebongKoplo',1,0,1,1,0,0,0
JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA. ,1,0,0,1,0,0,0
cr bini dulu baru nyapres masak g punya ibu negara,0,0,0,1,0,0,0
"Ustadz dan Ulama Bicara Politik Dibully Diminta Berhenti.; Anggota Parlemen Kritik  Dimaki2 Dibilang Group Sakit Hati.; Tokoh Nasional Kritik  Dibunuh Karakternya.; Pejabat Aktif Rajin Kritik Dipecat.; Terus ""Penjilat"" Saja yg Boleh Bicara Politik MENYANJU,1,0,0,1,0,0,0"
Baik baik jokowi dia anti Islam,1,0,0,1,0,0,0
"Saya masih ingat dulu ada kelompok pelangi ; Kristen radikal  kaum sekuler dan komunis yg mencibir Habibie. Jangan2 kelompok pelangi itu yang di kumpulin oleh siUSER.',1,0,0,1,0,0,0"
"Emang  kurang ""melek"" mata hatinya? Seriusnyinyir,0,0,0,1,0,0,0"
Anjing2 kelaparan yg rakus duit skrg pesta pora.... curut2 maling duit rakyat makan kenyang skrg... tereak2 kopar kapir aseng asing cuma kedok buat goblokin pemujanya',1,0,0,1,0,0,0
Betul bego dia.',0,0,1,0,0,0,0
Hanya kaum bani cabul yg bisa di bohongi.Bahkan utk makan pun dia berbohong katakan mau pulang agar ada donatur.Rasakaah Azab Allah,0,0,1,1,0,0,1
Terkutuk engkau.',0,0,0,0,0,0,1
Lu kampang bal',0,0,1,0,0,0,0
Allah SWT yang di-sembah2 Muslim adalah syetan  halalkan rampasan ngajarkan tunduk patuh dan ngobarkan cocok2 penis,1,0,1,1,0,0,0
Kya bersih suci sendiri aja kamu TOLOL....trs kmu yg teriak\xc2\xb2 muslim....udh berbuat apa utk sdra muslim mu????klo mkn aja msh NGEMIS g usah kopar kapirin org....benci boleh GO,0,0,1,1,0,0,0
Muslim Rohingya kehilangan kaki akibat ranjau darat yg ditanam Teroris Budha!,1,0,0,1,0,0,0
Wasit picek ini !',0,0,0,1,0,0,0
10 orang terkaya indo. 1 sampai 5 bukan orang indonesia . tapi orang cina . ngerih kalo indonesia kaya singapur nanti yang pribumi di usir,1,0,0,1,0,0,0
"Sifat kampret ada di cebong  licik culas &amp; memfitna  dasar cebong kampret !!!',0,0,1,0,0,0,0"
"Bukti 'on  bukti! Jangan congor doang.."",0,0,0,1,0,0,0"
iya  lu manusia berkelakuan cebong.. mau hina tapi marah dihina..',0,0,1,1,0,0,0
Media pura2 bego dan ajak2 bego orang lain  namanya pembodohan. Parah!!!',0,0,1,1,0,0,0
"dulu guru ngaji sering bilang ""Kalian jangan main sepak bola karena sepak bola itu olah raganya pki"" sdh dikatain antek komunis sejak kecil,1,0,0,1,0,0,0"
Wong edan :(',0,0,0,1,0,0,0
