,Tweet,KS,KH,DH,TDH,SWA,LO,AK
640,RT  : Ustadz PKS Yudi Widiana nilep duit pk bahasa agama Juz &amp Liqo Felix Kwetiauw &amp alumni 212 pd mingkem &amp pura2 budek..giliran Bu\xe2\x80\xa6',1.0,0.0,0.0,1.0,0.0,0.0,0.0
641,Yang kita bela adl Pancasila dan Kedaulatan Negara. Kalau   tidak mendukung  maka LENGSERKAN SAJA!!... Saat ini Ancaman sudah Nyata!!.,1.0,0.0,0.0,1.0,0.0,0.0,1.0
642,PROYEK SARACEN UTK GANJAL PELANTIKAN ANIES MSH TERUUS.... Temuan Baru Kasus Saracen  Ada Foto Tokoh partai politik,1.0,0.0,0.0,0.0,0.0,0.0,0.0
643,  ITULAH si ahok kutil babi,0.0,0.0,1.0,0.0,0.0,0.0,0.0
644,Hajar ndan.. ganyang PKI ,0.0,1.0,0.0,0.0,0.0,0.0,1.0
645,Pak jokowi kasian jg goregan PBB,0.0,0.0,0.0,1.0,0.0,0.0,0.0
646,Kapolri   harusnya mundur dari jabatannyaÙ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
647,RT       Baru 3tahun dah segitu ya bentar lagi lewat utang sby njiiieng,1.0,0.0,1.0,0.0,0.0,0.0,0.0
648, Mungkin masih banyak masyarakat tionghoa yg lebih pancasialis dr pada wong jowo cm nggak terekpos aja  contoh nyata pak kwik ekonom dan ustadz felix siauw ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Negara kayak menipu bocah SD aje.. Dokumennya hilang ... Fuih..,0.0,0.0,0.0,1.0,0.0,0.0,0.0
650,Allah SWT yang disembah dungu & biadab ya PERCUMA,1.0,0.0,0.0,1.0,0.0,0.0,0.0
651,RT   ogah prabowo+pak gatot baru ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,najis lo ngedm gajelas dm gue ga dibales bodo amat   gue doain nanti pentas.lo ga menang',0.0,0.0,1.0,1.0,0.0,0.0,1.0
653,Jd cowo banyak bacot amat si ajg mau gua gampar aja rasanya []',0.0,0.0,1.0,1.0,0.0,0.0,0.0
654,"#ILCBoedionoCentury ketika ini terjadi  saya ikuti kasus ini cukup intens. Meski sekarang agak lupa...; Tapi kuncinya kita cuma butuh 2019 Ganti Presiden! ItuÙ?,0,1,0,0,0,0,1",,,,,,,
655,Maju Gubernurnya Sengsara Relawannya,0.0,0.0,0.0,1.0,0.0,0.0,0.0
656,RT  : Copras calon presiden.. Ndak mikir.. Ndak mikirrrr... (Ndak mikir apa si kowi 1 periode aja babak belur..) ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
657,Cie tau ma jokowi ga dapet panggung mulai dah jilat-jilat Prabowo dasar lintah ,0.0,0.0,1.0,1.0,0.0,0.0,0.0
658,Barusan dongo dongoin pemotor yg klakson bertubi2 padahal jelas lampu merah.  Woy dongo! Brisik norak!  Pas nengok taunya temen SMP (--!)Dia : Chaink?aku nangis nganti metu eluh getih puteeeh~',0.0,0.0,0.0,1.0,0.0,0.0,0.0
659,Kalau nggak mau dengar Ulama dan tetap ngotot kriminalisasi ulama yaa kita lengserkan aja Jokowi,1.0,0.0,0.0,1.0,0.0,0.0,1.0
660,Lo tuh yg bencong  bacot lo lebih2 dari cewe. Kaya banci yg ngamen gak dikasih duit bacotnya Mending lo cakep mah  jelek Kaya gitu.Madesu lagi Mentioned Gw langsung di quote tweet ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
661,Cina lg.. cina lg.. sebaiknya di usir aj ya? merusak sih kerjaannya,1.0,0.0,0.0,1.0,0.0,0.0,1.0
662,Ayoh bangsa indonesia bersihkan etnis cina ahok,1.0,0.0,0.0,1.0,0.0,0.0,1.0
663,RT   Nggak ikut dukung calon presiden tapi sukanya ngatur Jokowi kenapa gak Prabowo aja yg diatur supaya menang dalam pemilihan presiden 2019.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
664,Kan hebat Ahok bisa memaafkan bini slm 7 thn bukan spt yg ono kabur krn ketauan menalukan ngaku ulama kok kelakuan bejad',0.0,0.0,0.0,1.0,0.0,0.0,0.0
665,Anda DIDUNGUKAN Islam  Quran mengajarkan AMORAL   Ansor Sebagai agama  Islam punya posisi moralnya sendiri,1.0,0.0,0.0,1.0,0.0,0.0,0.0
666,yg jelas-jelas masih hidup itu prabowo anak soemitro pengkhianat bangsa,0.0,1.0,0.0,1.0,0.0,0.0,0.0
667,Yang perek kan ibu lo.. gimana sih.. pasti sdh dool ya',0.0,0.0,0.0,1.0,0.0,0.0,0.0
668,RT       Pilih presiden yg jelas orang tua nya yang bukan pengkhianat negara,1.0,0.0,0.0,1.0,0.0,0.0,0.0
669,Ga apa sih Ahok prnh diblng penista agama tp ga kek politikus koruptor dipanggil urusan hukum ngeles pake sakit hati-hati ntar keterusan mati,0.0,0.0,0.0,1.0,0.0,0.0,0.0
670,Tolol sekali anda ini? Ngaji dimana kau ini kl agama islam sprti itu? Ketahuan ini orang ngajinya sm orang ngk jelas ini?',0.0,0.0,0.0,1.0,0.0,0.0,0.0
671,Cebong di kasih fakta dia bilang dusta  Cebong dikasih dusta dia bilang realita  Cebonger's emang bikin gemes ,0.0,0.0,1.0,1.0,0.0,0.0,0.0
672,Cina kafir ini mah...Bangsat lu!! Dasar Komunis !!',1.0,1.0,0.0,1.0,0.0,0.0,0.0
673,Rakyat kaum bani cebong',0.0,0.0,1.0,0.0,0.0,0.0,0.0
674,KENAPA GUE NANGIS ANJIR  CUPU LO FIK!',0.0,0.0,0.0,1.0,0.0,0.0,0.0
675,Ini orang-orang maha benar nan suci maunya apa sih? Penghina presiden dilepas karena masih di bawah umur ngeluhnya nggak ditahan karena Cina.Kalau misal ditahan  mungkin ngeluhnya pemerintah mau balik ke orba.Njuk geleme piye  su?',1.0,0.0,0.0,1.0,0.0,0.0,0.0
676,Ga salah memang  bilang antek Aseng tapi adiknya Prabowo bilang Prabowo pro Amerika. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
677,RT  : Eh ada wartawan Selandia Baru Rasa Kampret dan dibuat berita oleh Kampret disebar di WAG. Konferensi Pers tdk dilakukan,0.0,0.0,1.0,1.0,0.0,0.0,0.0
678,Pencitraan Lu...ah.......Prabowo msh tidur,0.0,0.0,0.0,1.0,0.0,0.0,0.0
679,biasa bro dia ciri2 cebong adu domba begitu so lugu namanya juga cebong buzzer recehan yg begini,0.0,0.0,1.0,1.0,0.0,0.0,0.0
680,RT   Prabowo sdh tua perlu generasi muda yg bisa blusukan dan Jokowi msh muda dan saat ini sering blusukan diberbagai pulau,0.0,0.0,0.0,1.0,0.0,0.0,0.0
681,napadah shopee kampang',0.0,0.0,0.0,1.0,0.0,0.0,0.0
682,napadah shopee kampang',0.0,0.0,0.0,1.0,0.0,0.0,0.0
683,lu baca bandingkan modal dgn hasil diperpanjang atau tidak dasar antek asing,0.0,0.0,0.0,1.0,0.0,0.0,0.0
684,Cebong tidak akan pernah senang lihat kejayaan pk anis mereka akan ttp sirik. Yg parahnya klu junjungan dipuji habis habisan meskipun melakukan hal buruk.,0.0,0.0,1.0,1.0,0.0,0.0,0.0
685,Klo busuk mawati beragama islam .. Maka dia Takut dg dirinya sendiri Gejala gila nich nenek ..',0.0,0.0,0.0,1.0,0.0,0.0,0.0
686,berarti lo cacat',0.0,0.0,0.0,1.0,0.0,0.0,0.0
687,luhut bajingan',0.0,0.0,1.0,0.0,0.0,0.0,0.0
688,Tuhan itu iBlis . Iblis itu Tuhan . Agama onta',1.0,0.0,1.0,1.0,0.0,0.0,0.0
689,Para jendral propaganda mereka perang propaganda dgn jualan utamanya pki dan cinaisasi..,1.0,1.0,0.0,1.0,0.0,0.0,0.0
690,NGAKAK! Para barisan cebong sakit hati mau pake isu saracen utk nyerang Anies-Sandi agar gagal dilantik,0.0,0.0,1.0,1.0,0.0,0.0,0.0
691,Prabowo simulut busuk Rizieq anies Fadlizon Fahri mereka kumpulan sampah negara jd kelakuan mereka juga kaya sampah,0.0,0.0,1.0,1.0,0.0,0.0,0.0
692,Cuma manusia otak dungu yg sekarang ini teriak-teriak 'bubarkan pki' buku buat dibaca!! Jgn bodoh! Otak kosong mulut nyap nyap!,0.0,0.0,1.0,1.0,0.0,0.0,0.0
693,cebong emang jagonya bikin dan sebar hoax',0.0,0.0,1.0,1.0,0.0,0.0,0.0
694,Setelah kasus PKI di LBH rame-rame antek komunis membuat opini dan steitmen mengaburkan kebangkitan PKI,0.0,1.0,1.0,1.0,0.0,0.0,0.0
695,WOI BOLOT',0.0,0.0,0.0,1.0,0.0,0.0,0.0
696,Kenapa  bicaranya sesuatu yg remeh temeh spt masalah kalajengking krn belio tau oposisinya spt  itu pasti nyinyir jd stress dan stroke sendiri...krn emang dosen ga laku...bacot gede hasil karya ga ada... bahkan anak asuhnya mayor dungu,0.0,0.0,1.0,1.0,0.0,0.0,0.0
697,Ajak semua Muslim cari tahu siapa Muhammad sebenarnya  jangan sampai dia enak2 cocok2 penis bangsa ini jadi susah,1.0,1.0,0.0,1.0,0.0,0.0,0.0
698,Eh dungu  ngapain lu masih mensen2 gue  katanya mau muter alun gue.Lu itu cuma bisa forward berita tanpa analisa.Kelompok MAHO mana ada yg cerdas wk wk wk',0.0,0.0,0.0,1.0,0.0,0.0,0.0
699,hehe typical bani pekok. ga bs bantah trs danga dungu dah.',0.0,0.0,1.0,1.0,0.0,0.0,0.0
700,"improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!"",0,0,0,1,0,0,0",,,,,,,
701,Yang panik itu yang mau ganti presiden tapi g tau calonnya siapa! Ups mungkin karena g bisa berbuat banyak!!!!! Karena dibawah kepemimpinan pak USER banyak koruptor tertangkap!!! Jadi mau ganti presiden!!! Siapa tau bisa di nego!!,0.0,0.0,0.0,1.0,0.0,0.0,0.0
702,Haruskah aku buat thread jadi TKI dimalaysia dengan jam kerja 16jam? Sebenernya ini kilang memang jahanam betol',1.0,0.0,0.0,1.0,0.0,0.0,0.0
703,Ekonomi : hancur  Subsidi : dicabut Listrik : naik tdk karuan  Sembako : tak terjangkau rakyat  Politik : kisruh terus Agama : dinistakan terus Kebijakan : tdk pro rakyat  HAM : terbengkalai,1.0,1.0,0.0,1.0,0.0,0.0,0.0
704,Dan Indonesia harus menghormati AS!!Ntu sape nyang kemaren ngomong begitu??Wahhh dr roman2nye pasti antek ASING tuh',0.0,0.0,0.0,1.0,0.0,0.0,0.0
705,Bersiap usir sepasang= ASING-CINA  SelamatkenHutan,1.0,1.0,0.0,0.0,0.0,0.0,1.0
706,Pencipta hoaxs ya presiden dan wakilnya',0.0,0.0,0.0,1.0,0.0,0.0,0.0
707,Muncul sudah antek antek PKI dah berani muncul terang-terangan mudah-mudah pemerintah tidak tinggal diam. ,0.0,1.0,0.0,1.0,0.0,0.0,0.0
708,Bagaimana perasaan walubi kalo umat budha di indonesia yg di usir dan di bantai???,1.0,0.0,0.0,1.0,0.0,0.0,0.0
709, Giliran ambruk cuma planga plongo kaya ayam kena tetelo ??    #Putin  #PrabowoUntukIndonesia #2019GantiPresiden,1.0,0.0,1.0,1.0,0.0,0.0,1.0
710,Lu nyindir pak de? ?. #2019GantiPresiden,0.0,0.0,0.0,1.0,0.0,0.0,1.0
711,Jgn ada yg percaya dgn akun ini WA 081381413774 Awal nya dia ga percaya sy buat CAMSEX  trus sy buktikan Vc beberapa detik  pas suruh Tf alesan nya neko2Ni muka nya kaya monyet  ,0.0,0.0,1.0,0.0,0.0,0.0,0.0
712,bicara sains kok nonton youtube  lakukan eksperimen sendiri  jgn nonton youtube yg bisa dimodifikasi sama pembuatnya  hadeh pantes GEblek',0.0,0.0,0.0,1.0,0.0,0.0,0.0
713,Jokowi sudah menyerah saatnya gantikan Jokowi  lengserkan jokowi jokowi ,1.0,0.0,0.0,0.0,0.0,0.0,1.0
714,Nasdem itu sudah jadi bahan tertawaan anak kecil seluruh Indonesia. Omongan kader2nya asbun. Yg mau jadi cawapres Jokowi itu cuma khayalan kader2 partai. Rakyat ga ada yg peduli  kecuali #2019GantiPresiden,1.0,0.0,0.0,1.0,0.0,0.0,1.0
715,KAMU LAH HOMO YG PALING SIAL BAJINGAN GOBLOK...KALAU TERLALU GIAN KAMU AMPUT ANJING DITEPI JALAN TU.....SEMOGA KAMU TERIMA BALASAN NYA NANTI?,0.0,0.0,1.0,1.0,0.0,0.0,0.0
716,Udah dmcin ae zon  bilang kampang gitu. kok jadi kesel bgst lah',0.0,0.0,1.0,0.0,0.0,0.0,0.0
717,Alah kntl',0.0,0.0,1.0,0.0,0.0,0.0,0.0
718,Bubarkan saja kpk biar leluasa para koruptor memperkaya diri di Negri ini,1.0,0.0,0.0,1.0,0.0,0.0,1.0
719,Susah bang  jawa uda dipegang jokowi  antek dia semua  sedihhh sih',0.0,0.0,0.0,1.0,0.0,0.0,0.0
720,Cuma rezim ini org kaya dia berani tampil di layar kaca. Mohon segera ambil tindakan USER USER,0.0,0.0,0.0,1.0,0.0,0.0,0.0
721,mmg otoriter! Buktinya  selalu OTT? Pdhal dri partai politiknya sendiri byk ya? USER & USER Ditangkap smua?,0.0,0.0,0.0,1.0,0.0,0.0,0.0
722,Cebong itu badut nya Chinacuma dikipasin sama uang recehan galaknya bukan main,0.0,1.0,1.0,1.0,0.0,0.0,0.0
723,Apakah berkat solat dan mengaji atau berkat belajar ilmu yang dikembangkan para kafir  Pak Lukman?,1.0,0.0,0.0,1.0,0.0,0.0,0.0
724,Yang heran memang  dalam Budaya Indonesia hari ini  orang seperti Arteria  Fahri  Fadli- yg jualannya memang cuma teater- terus menerus juga jadi narsum berita. Yang punya kamera juga jelas memang Cuma  sengaja dibuat insentif buat monyet. mencari teater,0.0,0.0,1.0,1.0,0.0,0.0,0.0
725,Kok cuma cina non muslim yg dibantai? Tuh si  jg cina  usir jg dong.,1.0,1.0,0.0,1.0,0.0,0.0,1.0
726,"Ini orang ga tau Islam  tp belagu dan asbun.; ; Pidato Jokowi udah sesuai ayat Qur'an: Allah tak akan ubah nasib suatu kaum kecuali mrk mengubahnya. ; ; Kalo mau ganti presiden  rakyat sendiri yg harus mengganti. Baru Tuhan mengganti. Kehendak rakyat dulu,1,0,0,1,0,0,0",,,,,,,
727,Perasaan kemarin2 pake Axis aman2 aja deh di rumah. Kok 2 minggu ini kacrut kali sih jaringannya -_-*,0.0,0.0,0.0,1.0,0.0,0.0,0.0
728,punya otak? taruh dimana? pasti taruh di congor lo kan?',0.0,0.0,0.0,1.0,0.0,0.0,0.0
729,Si Terdakwa Penista Agama Alias Si Ahok Babi Jamban tuh yang Morfotin Uang Rakyat Jakarta,1.0,1.0,1.0,1.0,0.0,0.0,0.0
730,Pak  sebelum Anda menjelaskan  Quran hanya kitab sampah berbahaya  kekacauan terus terjadi,1.0,1.0,0.0,1.0,0.0,0.0,0.0
731,Najis sok banget jutek iyuuuh. Gua mau nyanyk aja..',0.0,0.0,0.0,1.0,0.0,0.0,0.0
732,Bubarkan saja tuh DPR sama KPK...sama aja bodoh nya,1.0,0.0,0.0,1.0,0.0,0.0,1.0
733,perpres jkw lebih tegas drpd prepres sby buka matamu liat jgn hanya bacot bodoh2in fllwr pak !',0.0,0.0,0.0,1.0,0.0,0.0,0.0
734,"#TolakPerpresTKA; #TolakPerpresTKA; #2019GantiPresiden; #2019PresidenBaru; ; Hai mahasiswa Indonesia  nih ada hadiah lipstik dan kolor untuk kalian dari seorang kakek tukang beca,1,0,0,1,0,0,1",,,,,,,
735,Anggota DPR ini pamer DUNGU & BIADAB Islam  Quran merintahkan penggal kafir  dia laksanakan  dia bisa bilang HAM,1.0,0.0,1.0,1.0,0.0,0.0,0.0
736,Penghina Keluarga Jokowi Langsung Diciduk Giliran Penghina Prabowo SBY dibiarin aja,0.0,0.0,0.0,1.0,0.0,0.0,0.0
737,bani koplak mana nich kok gak dukung siwanbango bego,0.0,0.0,1.0,1.0,0.0,0.0,0.0
738,Hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk #DebatFinalPilkadaJKT,1.0,0.0,1.0,0.0,0.0,0.0,0.0
739,"mau bukti ke RADIKAL an HTI dan FPI?!; apa kurang bukti di setiap orasi-orasinya HTI dan FPI selalu memfitnah dan caci maki terhadap pemerintah POLRI bahkan ULAMA'/KYAI-KYAI!!! ; dasar otak bebek pura-pura buta dan tuli dengan isi otak junj,1,0,1,1,0,0,0",,,,,,,
740,Bahas Islam merusak nilai  penguatan karakter melalui revitalisasi pendidikan nilai,1.0,0.0,0.0,1.0,0.0,0.0,0.0
741,bagus....nanti dipakai untuk petisi lengserkan Jokowi ya KembalikanAhokKeCipinang,1.0,0.0,0.0,1.0,0.0,0.0,1.0
742,Semoga dimasa depan etnis cina di Indonesia tetap tdk menduduki pemerintahan.. bisa jadi kayak Singapur :),1.0,1.0,0.0,0.0,0.0,0.0,0.0
743,Mungkin kata : yg dilakukan Raja Salman hanya pencitraan,0.0,0.0,0.0,1.0,0.0,0.0,0.0
744,Untuk mengedukasi manusya2 udik seperti qm misalnya',0.0,0.0,0.0,1.0,0.0,0.0,0.0
745,Tolol...apa hubungannya dgn rumahtangga?urus saja kerjaanmu gk usah banyak cakap.kamu jadi menteri di PECAT jd gubernur malah membuat jakarta semakin gk karuan.sebentar lagi juga hancur tuh jakarta....',0.0,0.0,0.0,1.0,0.0,0.0,0.0
746,Nih ya gue jelasin. Cowo. Burungnya gaada. Jadi cewe. Cewenya bernada2. SIAPA LAGI TRANSGENDER DI INDONESIA YG NYANYI? ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
747,Indonesia sedang di jajah cina?,1.0,1.0,0.0,1.0,0.0,0.0,0.0
748,Bubarkan DPR gak butuh,0.0,0.0,0.0,0.0,0.0,0.0,1.0
749,NGAKAK NGAPAIN NANYA SAMA GW TAE MINTA DIGAMPAR',0.0,0.0,0.0,0.0,0.0,0.0,1.0
750,Cocot cocot cocot. 2019 bubarin grindra',0.0,0.0,0.0,1.0,0.0,0.0,1.0
751,Burma dan Budha memang teroris sebenarnya,1.0,1.0,0.0,1.0,0.0,0.0,0.0
752,Hooo keliatan mana yg bego sekarang hahaha',0.0,0.0,0.0,1.0,0.0,0.0,0.0
753,Wkwkwk  ke trigger jg bani onta',0.0,0.0,0.0,1.0,0.0,0.0,0.0
754,Brengsek jg ya mantan gue. One thing bout her yg gue suka  mulutnya emang ga pernah difilter so gue pasti dpt jawaban jujur dr dia',0.0,0.0,0.0,1.0,0.0,0.0,0.0
755,Yaudah gwe mau demo minta pak Jokowi ngekick palkjihun dari dunia.,0.0,0.0,0.0,1.0,0.0,0.0,0.0
756,Jele lo  udik.',0.0,0.0,0.0,1.0,0.0,0.0,0.0
757,Sy jg muak sm lu yg fitnah prabowo,0.0,0.0,0.0,1.0,0.0,0.0,0.0
758,#IklanAhokJahat baru ada direzim jokopret setan iblis dajjal dibangkitkan dr kuburnya. Mereka gembira berpesta pora setelah lama dibelenggu,1.0,1.0,1.0,1.0,0.0,0.0,0.0
759,"Maraknya org\xc2\xb2 sipit masuk ke Indonesia hanya pengalihan. Hati\xc2\xb2lah justru kepada Syi'ah rafidhah  biang keroknya segala pemberontakan/kudeta negara\xc2\xb2 muslim ahlussunah di dunia"",1,1,0,1,0,0,0",,,,,,,
760,kaya TAI',0.0,0.0,0.0,1.0,0.0,0.0,0.0
761,Juga jago bakar isu PKI Komunis,1.0,0.0,0.0,0.0,0.0,0.0,0.0
762,Si joko pngen ttep populer buat pro-nas d jkt  si ahok jga g mw klah buat jga proyek2 lain d jkt  akhirnya 1 pmbngunan blom slsai tp udh bngun lgi yg lain d ruas2 utama yg sling brdekatan. Skrg cebong guoblok mlah nyalahin ani,1.0,0.0,1.0,0.0,0.0,0.0,0.0
763,MEMANG ANAK ANJING KAMPANG',0.0,0.0,1.0,0.0,0.0,0.0,0.0
764, .... bani kampret .... bani kecebong........ pilih bani adam lah...... soale manusia',0.0,0.0,1.0,0.0,0.0,0.0,0.0
765,Hei kunyuk   supaya ente paham ya? Prabowo Subianto jadi capres aja udah salah apalagi jadi presiden?! PS mem\xe2\x80\xa6',1.0,0.0,1.0,0.0,0.0,0.0,0.0
766,REZIM SALES REZIM PENIPU PENCITRAAN SEMUA PALSU',0.0,0.0,1.0,1.0,0.0,0.0,0.0
767,"Sungguh""rezim KOPLAK..indonesia sedang sekarat..umat muslim sdg di pilah""oleh Allah SWT..antara golongan muslimin dan munafiqun.,1,0,0,1,0,0,0",,,,,,,
768,kalian ni ngapa sih nyinyirin yg hijrah padahal kan mrk cm maw nutupin koreng',0.0,0.0,1.0,0.0,0.0,0.0,0.0
769,pakai paksa-paksa jokowi balikin semua penduduk rakhin. Emang prabowo pengangguran. Banyak politikus nganggur jadi omongnya ngawur,0.0,0.0,1.0,0.0,0.0,0.0,0.0
770,Jokowi  Adalah Ahok Yang Tertunda siap-siap dipenjara juga ya pak ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
771,Mengapa menggunakan bahasa Arab? Bukankah Tuhan YME menurut Pancasila berbahasa Indonesia?,1.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Pantesan tim sukses Anies-Sandi ini kalo ngetwit ngaco sok jagoan,0.0,0.0,0.0,1.0,0.0,0.0,0.0
773,Tiap berkicau makin keliatan tolol dan gobloknya  lbh tolol lg yg milih dia',0.0,0.0,0.0,1.0,0.0,0.0,0.0
774,Bong dungu.. Cuma video 31 detik langsung ambil kesimpulan.. Kagak heran dah klo lu d sbut dungu sekolam..',0.0,0.0,1.0,1.0,0.0,0.0,0.0
775,Ketika generasi tinja sangat bahagia pemimpin nya bisa berkoar koar anti aseng di jaman pilkada dan ketika selesai pilkada pengikutnya membela bahwa tinja nya aseng enak',1.0,0.0,1.0,1.0,0.0,0.0,0.0
776,Betul..anak anak PKI mulai muncul mengikuti jejak bapaknya.,1.0,1.0,0.0,0.0,0.0,0.0,0.0
777,Hahahahahah babi migraine aku plak tweet  caring betul dkt babi. Ye lahh hg reply tweet aku lepas keluarkan brim td ni. Good timing',0.0,0.0,1.0,0.0,0.0,0.0,0.0
778,makin lama bikin puyeng kepala itu pak prabowo sama amin rais itu om nada-nada bicaranya nggak bermutu.sama sekali,0.0,0.0,0.0,1.0,0.0,0.0,0.0
779,ganyang pki. mari kita dukung prabowo untuk 2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0
780,Pak  membuang Islam bisa jadi menyakitkan  tapi harus dilakukan demi kebaikan semua manusia,1.0,0.0,0.0,1.0,0.0,0.0,1.0
781,Etnis cina memang ada yg ikut berjuang tapi lebih sangat banyak yg jadi penghianat jd antek belanda..,1.0,0.0,0.0,1.0,0.0,0.0,0.0
782,Ahok simulut jamban  tokoh yg punya nilai bahasa indonesia dan norma etika   tai kucing',0.0,0.0,1.0,1.0,0.0,0.0,0.0
783,Apan jir?dahak?KWKWKW TOLOL',0.0,0.0,1.0,0.0,0.0,0.0,0.0
784,Yah jawabannya goblok mas Jaka Sembung kan bawa sepeda mau sekolah  masa bawa golok gila nih orang tua nya',0.0,0.0,1.0,0.0,0.0,0.0,0.0
785,Ahok Taik. \ MENFITNAH\ . Emang lu tukang caci maki perempuannn!! Asuuu Ahok Pasti Tumbang DebatFinalPilkadaJKT,1.0,0.0,1.0,1.0,0.0,0.0,0.0
786,ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor,1.0,0.0,0.0,1.0,0.0,0.0,0.0
787,Pak  Muslim selalu mengatakan kebenaran datang dari Allah SWT  yg mana? Muhammad bejad nabi?,1.0,0.0,1.0,1.0,0.0,0.0,0.0
788,Betul itu kelihatannya JK mau main belakang lengserkan jokowi klo berhasil kan dia yg naik gantikan jd presiden seperti pak Harto diganti habibie,1.0,0.0,0.0,1.0,0.0,0.0,0.0
789,Dulu  tanpa sosmed pun Presiden Soeharto bisa di lengserkan. Apalagi Bapak Jokowi,1.0,0.0,0.0,1.0,0.0,0.0,0.0
790,Apasi anjing lu lebay geblek',0.0,0.0,0.0,1.0,0.0,0.0,0.0
791,Buat pak  ambisi kekuasaan boleh dan sah2 sj masa pak  dibilang otoriter sih?. ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
792,ehem  ... kayaknya sudah saatnya di turunkan pakde  nih. akal sehatnya ga jalan,0.0,0.0,0.0,1.0,0.0,0.0,0.0
793,Heran juga saya  setan iblis pada kabur dan takut kalo mendengar Azhan  tapi ini mahluk Allah yg satu ini anteng saja denger azhan bahkan pura2 budek kupingnya  kalah dong setan iblis.',0.0,0.0,1.0,1.0,0.0,0.0,0.0
794,Setelah itu aset negara dijual semua ya pak Ruhut  hebat bener!! Krn itu impor pangan merajalela  BBM naik membabi-buta  10jt lowongan kerja buat Aseng  itulah hebatnya pak Joko Widodo  bikin rakyat dan negara semakin sengsara. Hancur suda,1.0,0.0,0.0,1.0,0.0,0.0,0.0
795,"Ekonomi dipegang Gerindra? Bisa hancur negara kita. Masak sarankan cetak uang sebanyak2 utk bayar hutang  jadi gk perlu hutang lg. Malah bs ngutangi negara lain. Bisa2nya bilang biaya produksi cetak uang murah. Ekonomi comberan; ; Para kecoa yg baik  yakin,1,0,1,1,0,0,0",,,,,,,
796,Dulu 98 dollar 12.000 koar-koar minta rezim lengser. Sekarang sudah mau tembus 15.000 malah makin jadi penjilat penguasa. Kasihan rakyat selalu jadi korban propaganda politikus busuk.',1.0,0.0,1.0,1.0,0.0,0.0,0.0
797,masi pagu ngajak gelut onta',0.0,0.0,1.0,0.0,0.0,0.0,0.0
798,"Prof. Jeffrey Winters: Jokowi Presiden Terlemah dalam Sejarah Indonesia ; ; Anisa dan Pembahasan Prof Jeffrey Winters ini bagus  walau ini anlisa 2015 lalu  tapi yg menjadi pembahasannya akrg byk yg terjadi.; #2019GantiPresiden; ;,1,0,0,1,0,0,0",,,,,,,
799,kalian ni ngapa sih nyinyirin yg hijrah padahal kan mrk cm maw nutupin koreng',0.0,0.0,1.0,0.0,0.0,0.0,0.0
800,jongos cina merasa kemerdekaan indonesia cina yang kasih.,1.0,0.0,1.0,0.0,0.0,0.0,0.0
801,Pak  menghapus Teroris Islam secara efektif harus dijelaskan Alquran adalah Kitab Teroris,1.0,0.0,0.0,1.0,0.0,0.0,0.0
802,Yawlah itu yang Daniel kalo dibeliin micin yang bego sekelurahan itu',0.0,0.0,1.0,0.0,0.0,0.0,0.0
803,Prabowo sangat layak jadi calon presiden tapi sangat tidak layak jadi presiden,0.0,0.0,0.0,1.0,0.0,0.0,0.0
804,JKW ERA: Percuma pembangunan duit utang semua..,0.0,0.0,0.0,1.0,0.0,0.0,0.0
805,Beriman kepada Allah SWT yang dungu & biadab? Anda mendungukan & membiadabkan bangsa,1.0,0.0,1.0,1.0,0.0,0.0,0.0
806,Klop prabowo pemberontak sekaligus koruptor.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
807,udik udah mendarah daging di kamu',0.0,0.0,0.0,1.0,0.0,0.0,0.0
808,Nanti ada baju Muslim bertuliskan: #2019GantiPresiden#2019PrabowoPresiden,1.0,0.0,0.0,1.0,0.0,0.0,0.0
809,Mobile langend memang babi anjeng xnk kasi naik rank kimakkk team Noob babi bocahh setan',0.0,0.0,1.0,1.0,0.0,0.0,0.0
810,Jahahaha cebong kapir alay goblok munafik  jijik banget dah iyuuhhh',0.0,0.0,1.0,1.0,0.0,0.0,0.0
811, Jadi dukung koruptor! Bubarkan kpk. Pantesan... dari situlah issue issue pki keluar. Dasar koruptor,1.0,0.0,0.0,1.0,0.0,0.0,1.0
812,TKA Cina memang dimanja....',1.0,0.0,0.0,1.0,0.0,0.0,0.0
